,id,listing_url,last_scraped,host_location,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,bathrooms_number,bathrooms_type,listing_duration,hosting_duration,price_per_person,is_local_host,total_unique_reviews,unique_review_rate,lat_name,lng_name,lat_lng_name,covid_case_rate,lat_long_id,total_crime_per_day
186,494937,https://www.airbnb.com/rooms/494937,2020-09-08 00:00:00,"New York, New York, United States",2011-12-22 00:00:00,within an hour,1,0.99,f,Soho,1,1,t,t,SoHo,Manhattan,40.72162,-74.00414,Entire loft,Entire home/apt,6,1 bath,2,3,520,1,1125,1,1,1125,1125,1,1125,t,13,13,13,13,101,34,1,2012-09-08 00:00:00,2020-09-07 00:00:00,92,9,9,9,10,10,9,t,1,1,0,0,1.04,1,undefined,2921,3182,86.66666667,t,4,0.03960396,5,5,5-5,11992.5,5-5,0.076284563
187,495249,https://www.airbnb.com/rooms/495249,2020-09-08 00:00:00,"New York, New York, United States",2012-05-23 00:00:00,,,1,t,Jackson Heights,2,2,t,t,East Elmhurst,Queens,40.75541,-73.89239,Private room in townhouse,Private room,2,1 shared bath,1,1,120,1,1125,1,1,1125,1125,1,1125,t,0,0,0,0,234,10,0,2012-09-03 00:00:00,2019-11-18 00:00:00,98,10,10,10,10,10,10,t,2,0,2,0,2.4,1,shared,2632,2735,60,t,6,0.025641026,6,8,6-8,9494.81,5-8,0.199760505
188,498052,https://www.airbnb.com/rooms/498052,2020-09-08 00:00:00,"New York, New York, United States",2012-05-21 00:00:00,within a day,1,0.94,t,Williamsburg,1,1,t,t,Williamsburg,Brooklyn,40.71483,-73.96216,Private room in apartment,Private room,2,1 shared bath,1,1,120,1,1125,1,1,1125,1125,1,1125,t,0,6,36,298,153,20,0,2012-07-16 00:00:00,2020-03-08 00:00:00,100,10,10,10,10,10,10,f,1,0,1,0,1.54,1,shared,2792,2848,60,t,5,0.032679739,5,6,5-6,17175.14,5-6,0.471940997
189,500886,https://www.airbnb.com/rooms/500886,2020-09-08 00:00:00,"New York, New York, United States",2012-04-23 00:00:00,within a day,1,0.86,t,Bedford-Stuyvesant,2,2,t,t,Bedford-Stuyvesant,Brooklyn,40.68825,-73.92951,Private room in house,Private room,2,1.5 baths,1,0,89,3,90,3,3,90,90,3,90,t,30,60,90,365,109,5,0,2012-10-10 00:00:00,2020-03-09 00:00:00,99,10,10,10,10,9,10,f,2,1,1,0,1.13,1.5,undefined,2707,2877,44.5,t,4,0.036697248,4,7,4-7,19004.67,4-7,0.476812541
190,501082,https://www.airbnb.com/rooms/501082,2020-09-08 00:00:00,"New York, New York, United States",2012-05-26 00:00:00,within a day,1,1,t,Harlem,1,1,t,t,Harlem,Manhattan,40.82392,-73.94205,Private room in apartment,Private room,2,1 private bath,1,1,79,30,1125,30,30,1125,1125,30,1125,t,25,55,85,360,189,3,0,2012-06-10 00:00:00,2020-03-20 00:00:00,99,10,10,10,10,9,10,f,1,0,1,0,1.88,1,private,2840,2855,39.5,t,4,0.021164021,7,7,7-7,34191.35,7-7,0.575685826
191,502429,https://www.airbnb.com/rooms/502429,2020-09-08 00:00:00,"  Brooklyn, NY  ",2012-04-09 00:00:00,,,0.83,t,Park Slope,1,1,t,f,South Slope,Brooklyn,40.66153,-73.98554,Entire townhouse,Entire home/apt,6,1.5 baths,3,3,325,30,1125,30,30,1125,1125,30,1125,t,0,0,0,1,123,5,0,2012-07-21 00:00:00,2020-03-15 00:00:00,98,10,10,10,10,10,10,f,1,1,0,0,1.24,1.5,undefined,2794,2897,54.16666667,t,4,0.032520325,4,6,4-6,12549.77,4-6,0.244448073
192,504362,https://www.airbnb.com/rooms/504362,2020-09-08 00:00:00,"New York, New York, United States",2012-05-28 00:00:00,within a few hours,1,0.17,t,Prospect Heights,1,1,t,t,Prospect Heights,Brooklyn,40.67707,-73.97062,Entire condominium,Entire home/apt,5,1 bath,2,3,215,3,60,3,3,60,60,3,60,t,24,54,84,174,65,5,0,2012-06-14 00:00:00,2020-01-06 00:00:00,95,10,10,10,10,10,9,f,1,1,0,0,0.65,1,undefined,2762,2779,43,t,4,0.061538462,4,6,4-6,12549.77,4-6,0.244448073
193,506121,https://www.airbnb.com/rooms/506121,2020-09-08 00:00:00,"New York, New York, United States",2012-05-01 00:00:00,within an hour,1,0.86,t,East Village,4,4,t,t,East Village,Manhattan,40.7276,-73.98347,Private room in apartment,Private room,1,1 shared bath,1,1,72,1,90,1,2,90,90,1.2,90,t,0,23,41,41,513,48,3,2012-06-23 00:00:00,2020-08-29 00:00:00,98,10,10,10,10,10,10,f,3,1,2,0,5.13,1,shared,2989,3042,72,t,11,0.021442495,5,6,5-6,17175.14,5-6,0.471940997
194,506575,https://www.airbnb.com/rooms/506575,2020-09-09 00:00:00,"New York, New York, United States",2012-03-25 00:00:00,within an hour,1,0.96,f,Morris Heights,3,3,t,t,Morris Heights,Bronx,40.84937,-73.91328,Private room in apartment,Private room,4,,1,1,40,3,300,3,3,1125,1125,3,1125,t,24,54,84,359,224,23,1,2012-06-16 00:00:00,2020-08-10 00:00:00,84,9,9,10,10,9,9,t,3,0,3,0,2.23,,undefined,2977,3060,10,t,5,0.022321429,7,7,7-7,34191.35,7-7,0.575685826
195,506575,https://www.airbnb.com/rooms/506575,2020-09-09 00:00:00,"New York, New York, United States",2012-03-25 00:00:00,within an hour,1,0.96,f,Morris Heights,3,3,t,t,Morris Heights,Bronx,40.84937,-73.91328,Private room in apartment,Private room,4,,1,1,40,3,300,3,3,1125,1125,3,1125,t,24,54,84,359,224,23,1,2012-06-16 00:00:00,2020-08-10 00:00:00,84,9,9,10,10,9,9,t,3,0,3,0,2.23,,undefined,2977,3060,10,t,5,0.022321429,7,7,7-7,34191.35,7-7,0.575685826
196,509989,https://www.airbnb.com/rooms/509989,2020-09-09 00:00:00,"Brooklyn, New York, United States and Neversink (120 miles from city)",2012-05-26 00:00:00,within a few hours,1,0.59,t,Flatbush,1,1,t,t,Flatbush,Brooklyn,40.64229,-73.96548,Entire house,Entire home/apt,16,2.5 baths,5,16,371,1,29,1,1,29,29,1,29,t,30,60,90,365,177,6,0,2012-10-30 00:00:00,2019-11-30 00:00:00,96,10,9,10,10,10,10,f,1,1,0,0,1.85,2.5,undefined,2587,2744,23.1875,t,8,0.04519774,3,6,3-6,22984.82,3-6,0.172545177
197,512210,https://www.airbnb.com/rooms/512210,2020-09-09 00:00:00,"New York, New York, United States",2012-06-01 00:00:00,within a few hours,1,0.7,t,Crown Heights,1,1,t,t,Crown Heights,Brooklyn,40.67709,-73.95237,Entire apartment,Entire home/apt,8,2 baths,3,5,249,5,1125,5,5,1125,1125,5,1125,t,0,0,0,0,350,27,0,2012-12-09 00:00:00,2020-08-03 00:00:00,98,10,10,10,10,10,10,f,1,1,0,0,3.71,2,undefined,2794,2985,31.125,t,12,0.034285714,4,7,4-7,19004.67,4-7,0.476812541
198,513688,https://www.airbnb.com/rooms/513688,2020-09-08 00:00:00,"New York, New York, United States",2012-06-03 00:00:00,within an hour,1,0.98,t,Boerum Hill,1,1,t,t,Boerum Hill,Brooklyn,40.68586,-73.9809,Entire apartment,Entire home/apt,7,2 baths,3,4,330,2,60,2,4,60,60,2.1,60,t,12,22,52,140,164,25,4,2012-06-26 00:00:00,2020-09-06 00:00:00,97,10,10,10,10,10,10,f,1,1,0,0,1.64,2,undefined,2994,3017,47.14285714,t,6,0.036585366,4,6,4-6,12549.77,4-6,0.244448073
199,518960,https://www.airbnb.com/rooms/518960,2020-09-08 00:00:00,"New York, New York, United States",2012-04-16 00:00:00,within an hour,0.88,0.85,t,Hamilton Heights,1,1,t,t,Harlem,Manhattan,40.82823,-73.94691,Entire townhouse,Entire home/apt,2,1 bath,1,1,90,4,30,4,4,30,30,4,30,t,21,41,71,323,295,21,0,2012-08-13 00:00:00,2020-03-14 00:00:00,96,10,10,10,10,10,10,f,1,1,0,0,3,1,undefined,2770,2889,45,t,14,0.047457627,7,7,7-7,34191.35,7-7,0.575685826
200,521807,https://www.airbnb.com/rooms/521807,2020-09-08 00:00:00,"New York, New York, United States",2012-01-19 00:00:00,,,,f,Williamsburg,0,0,t,f,Williamsburg,Brooklyn,40.71502,-73.96489,Entire apartment,Entire home/apt,4,1 bath,2,2,200,365,1000,365,365,1000,1000,365,1000,t,30,60,90,365,61,0,0,2012-07-02 00:00:00,2019-01-02 00:00:00,97,10,10,10,10,10,10,f,1,1,0,0,0.61,1,undefined,2375,2540,50,t,4,0.06557377,5,6,5-6,17175.14,5-6,0.471940997
201,525293,https://www.airbnb.com/rooms/525293,2020-09-09 00:00:00,"Teaneck, New Jersey, United States",2012-06-05 00:00:00,within a day,0.5,0.86,f,Concourse,1,1,t,t,Concourse,Bronx,40.82822,-73.92439,Entire house,Entire home/apt,7,2 baths,2,4,250,3,60,3,3,60,60,3,60,t,29,59,89,364,130,6,0,2012-07-31 00:00:00,2020-06-03 00:00:00,92,9,9,10,10,9,9,f,1,1,0,0,1.32,2,undefined,2864,2920,35.71428571,f,4,0.030769231,7,7,7-7,34191.35,7-7,0.575685826
202,530576,https://www.airbnb.com/rooms/530576,2020-09-09 00:00:00,"New York, New York, United States",2010-10-16 00:00:00,,,0.62,t,Upper West Side,1,1,t,f,Upper West Side,Manhattan,40.78111,-73.97739,Private room in apartment,Private room,1,1 shared bath,2,1,85,14,95,14,14,95,95,14,95,t,0,0,0,0,90,26,0,2014-05-21 00:00:00,2020-02-19 00:00:00,96,10,9,10,10,10,9,f,1,0,1,0,1.17,1,shared,2100,3413,85,t,7,0.077777778,6,6,6-6,25265.89,6-6,0.26869693
203,533168,https://www.airbnb.com/rooms/533168,2020-09-08 00:00:00,"New York, New York, United States",2012-06-12 00:00:00,within an hour,1,1,t,Nolita,1,1,t,t,Nolita,Manhattan,40.72184,-73.9944,Entire apartment,Entire home/apt,2,1 bath,2,2,300,30,60,30,30,60,60,30,60,t,7,37,67,342,96,1,0,2012-07-23 00:00:00,2019-10-22 00:00:00,97,10,10,10,10,10,10,f,1,1,0,0,0.97,1,undefined,2647,2688,150,t,5,0.052083333,5,6,5-6,17175.14,5-6,0.471940997
204,538344,https://www.airbnb.com/rooms/538344,2020-09-08 00:00:00,"New York, New York, United States",2012-06-15 00:00:00,within an hour,1,1,f,Alphabet City,1,1,t,t,East Village,Manhattan,40.72924,-73.98113,Entire condominium,Entire home/apt,2,1 bath,1,2,98,2,30,2,2,1125,1125,2,1125,t,4,30,54,139,190,27,2,2013-10-30 00:00:00,2020-08-23 00:00:00,94,10,9,10,10,10,9,f,1,1,0,0,2.27,1,undefined,2489,2991,49,t,7,0.036842105,5,6,5-6,17175.14,5-6,0.471940997
205,540057,https://www.airbnb.com/rooms/540057,2020-09-09 00:00:00,"New York, New York, United States",2012-06-16 00:00:00,within a few hours,1,0.93,t,Hamilton Heights,2,2,t,t,Harlem,Manhattan,40.82335,-73.95322,Entire apartment,Entire home/apt,5,1 bath,2,3,149,3,1125,3,3,1125,1125,3,1125,t,0,0,0,0,130,43,5,2015-06-08 00:00:00,2020-09-07 00:00:00,97,10,9,10,10,10,10,f,2,1,1,0,2.03,1,undefined,1918,3005,29.8,t,7,0.053846154,7,6,7-6,4113.43,7-6,0.039298933
206,546383,https://www.airbnb.com/rooms/546383,2020-09-09 00:00:00,"Queens, New York, United States",2012-06-19 00:00:00,within an hour,1,0.89,t,Flushing,3,3,t,t,Flushing,Queens,40.75578,-73.81948,Private room in house,Private room,2,1 shared bath,1,1,55,1,60,1,2,60,60,1.4,60,t,8,38,68,343,500,20,1,2012-06-25 00:00:00,2020-08-12 00:00:00,96,10,10,10,10,10,10,f,3,1,2,0,5,1,shared,2970,2976,27.5,t,6,0.012,6,9,6-9,8169.89,5-9,0.091280209
207,552519,https://www.airbnb.com/rooms/552519,2020-09-08 00:00:00,"New York, New York, United States",2012-06-22 00:00:00,within an hour,0.97,0.95,f,Crown Heights,5,5,t,t,Crown Heights,Brooklyn,40.6741,-73.94132,Entire apartment,Entire home/apt,6,1 bath,2,3,194,1,1125,1,1,1125,1125,1,1125,t,30,60,90,365,241,22,3,2012-08-09 00:00:00,2020-08-30 00:00:00,94,9,9,9,10,9,9,f,3,2,1,0,2.45,1,undefined,2943,2991,32.33333333,t,6,0.024896266,4,7,4-7,19004.67,4-7,0.476812541
208,560078,https://www.airbnb.com/rooms/560078,2020-09-08 00:00:00,"New York, New York, United States",2012-06-26 00:00:00,within a day,1,0.29,t,Alphabet City,1,1,t,t,East Village,Manhattan,40.72274,-73.97934,Entire apartment,Entire home/apt,2,1 bath,2,2,195,3,21,3,3,21,21,3,21,t,7,29,59,334,94,6,0,2012-09-15 00:00:00,2020-01-03 00:00:00,97,10,10,10,10,10,10,f,1,1,0,0,0.97,1,undefined,2666,2747,97.5,t,11,0.117021277,5,6,5-6,17175.14,5-6,0.471940997
209,564649,https://www.airbnb.com/rooms/564649,2020-09-08 00:00:00,"New York, New York, United States",2012-06-29 00:00:00,within a few hours,1,0,f,Kips Bay,1,1,t,t,Kips Bay,Manhattan,40.73976,-73.98002,Entire apartment,Entire home/apt,2,1 bath,1,1,200,30,60,30,30,60,60,30,60,t,28,58,88,88,39,0,0,2012-09-02 00:00:00,2018-12-03 00:00:00,98,10,9,10,9,10,9,f,1,1,0,0,0.4,1,undefined,2283,2348,100,t,6,0.153846154,5,6,5-6,17175.14,5-6,0.471940997
210,570750,https://www.airbnb.com/rooms/570750,2020-09-09 00:00:00,"New York, New York, United States",2012-07-02 00:00:00,within an hour,1,0.94,t,Crown Heights,1,1,t,t,Crown Heights,Brooklyn,40.67391,-73.94039,Entire apartment,Entire home/apt,6,1 bath,2,2,155,3,90,3,3,1125,1125,3,1125,t,8,38,65,120,242,14,0,2012-07-12 00:00:00,2020-05-12 00:00:00,95,10,10,10,10,9,10,t,1,1,0,0,2.43,1,undefined,2861,2871,25.83333333,t,5,0.020661157,4,7,4-7,19004.67,4-7,0.476812541
211,571564,https://www.airbnb.com/rooms/571564,2020-09-08 00:00:00,"New York, New York, United States",2011-09-11 00:00:00,within a day,0.71,0.96,f,Crown Heights,3,3,t,f,Crown Heights,Brooklyn,40.67436,-73.94807,Private room in house,Private room,2,,1,1,95,1,365,1,1,1125,1125,1,1125,t,30,60,90,365,125,2,0,2012-08-28 00:00:00,2019-12-03 00:00:00,90,9,9,10,9,9,9,t,3,0,3,0,1.28,,undefined,2653,3005,47.5,t,4,0.032,4,7,4-7,19004.67,4-7,0.476812541
212,585937,https://www.airbnb.com/rooms/585937,2020-09-08 00:00:00,"New York, New York, United States",2012-07-10 00:00:00,within an hour,1,0.98,t,Greenpoint,2,2,t,t,Greenpoint,Brooklyn,40.72949,-73.95493,Entire apartment,Entire home/apt,3,1 bath,1,2,115,3,365,3,3,1125,1125,3,1125,t,5,15,22,287,120,16,1,2012-09-17 00:00:00,2020-08-25 00:00:00,97,10,9,10,10,10,10,t,2,2,0,0,1.24,1,undefined,2899,2968,38.33333333,t,5,0.041666667,5,6,5-6,17175.14,5-6,0.471940997
213,591565,https://www.airbnb.com/rooms/591565,2020-09-08 00:00:00,"New York, New York, United States",2012-07-12 00:00:00,,,0,f,Tribeca,1,1,t,t,Tribeca,Manhattan,40.71552,-74.00749,Private room in loft,Private room,4,1 bath,1,3,229,1,30,1,1,30,30,1,30,t,0,0,6,281,62,0,0,2012-08-01 00:00:00,2014-04-27 00:00:00,98,9,10,10,10,10,10,f,1,0,1,0,0.63,1,undefined,634,654,57.25,t,10,0.161290323,5,5,5-5,11992.5,5-5,0.076284563
214,593292,https://www.airbnb.com/rooms/593292,2020-09-08 00:00:00,"New York, New York, United States",2012-07-13 00:00:00,within an hour,0.96,1,t,Midtown East,1,1,t,f,Murray Hill,Manhattan,40.75128,-73.97658,Entire apartment,Entire home/apt,2,1 bath,,1,125,1,1125,1,1,1125,1125,1,1125,t,17,29,41,196,406,69,9,2012-10-23 00:00:00,2020-08-23 00:00:00,92,10,10,10,10,10,10,t,1,1,0,0,4.23,1,undefined,2861,2963,62.5,t,7,0.017241379,5,6,5-6,17175.14,5-6,0.471940997
215,607781,https://www.airbnb.com/rooms/607781,2020-09-08 00:00:00,"New York, New York, United States",2012-07-09 00:00:00,within a day,1,0.68,f,East Harlem,3,3,t,t,East Harlem,Manhattan,40.79183,-73.94743,Entire apartment,Entire home/apt,2,1 bath,,0,120,5,150,5,5,150,150,5,150,t,0,0,0,0,164,13,0,2012-08-16 00:00:00,2020-07-01 00:00:00,93,10,9,10,10,10,9,f,1,1,0,0,1.67,1,undefined,2876,2914,60,t,4,0.024390244,6,7,6-7,20558.47,6-7,0.307233834
216,611009,https://www.airbnb.com/rooms/611009,2020-09-08 00:00:00,"New York, New York, United States",2012-07-23 00:00:00,within an hour,1,0.96,t,Alphabet City,1,1,t,t,East Village,Manhattan,40.7256,-73.97857,Entire condominium,Entire home/apt,5,1 bath,2,2,300,3,1125,3,3,1125,1125,3,1125,t,0,0,0,0,278,23,0,2012-10-03 00:00:00,2020-03-21 00:00:00,94,10,9,10,10,10,10,f,1,1,0,0,2.88,1,undefined,2726,2798,60,t,7,0.025179856,5,6,5-6,17175.14,5-6,0.471940997
217,612936,https://www.airbnb.com/rooms/612936,2020-09-08 00:00:00,"New York, New York, United States",2012-07-24 00:00:00,within an hour,1,0.35,f,Upper West Side,1,1,t,t,Upper West Side,Manhattan,40.79196,-73.97065,Private room in apartment,Private room,2,1 private bath,1,1,125,3,60,3,3,60,60,3,60,t,28,58,88,178,113,13,0,2013-01-03 00:00:00,2020-03-18 00:00:00,94,10,9,10,10,10,10,f,1,0,1,0,1.21,1,private,2631,2794,62.5,t,9,0.079646018,6,6,6-6,25265.89,6-6,0.26869693
218,618916,https://www.airbnb.com/rooms/618916,2020-09-08 00:00:00,"New York, New York, United States",2010-03-13 00:00:00,within a day,1,0.2,f,Prospect Heights,1,1,t,t,Prospect Heights,Brooklyn,40.68066,-73.96644,Entire house,Entire home/apt,3,2 baths,2,2,145,30,365,30,30,365,365,30,365,t,0,6,36,311,13,0,0,2012-08-27 00:00:00,2019-08-19 00:00:00,97,10,10,10,10,10,10,f,1,1,0,0,0.13,2,undefined,2548,3446,48.33333333,t,5,0.384615385,4,6,4-6,12549.77,4-6,0.244448073
219,633276,https://www.airbnb.com/rooms/633276,2020-09-09 00:00:00,"New York, New York, United States",2012-01-04 00:00:00,within a few hours,1,0.9,t,Long Island City,2,2,t,t,Long Island City,Queens,40.74609,-73.94691,Private room in townhouse,Private room,2,1 private bath,1,1,71,1,90,1,1,1125,1125,1,1125,t,28,58,88,178,190,18,0,2012-09-17 00:00:00,2020-08-06 00:00:00,93,9,9,10,10,10,10,t,1,0,1,0,1.96,1,private,2880,3137,35.5,t,4,0.021052632,5,7,5-7,6381.48,5-7,0.131014587
220,635662,https://www.airbnb.com/rooms/635662,2020-09-09 00:00:00,"New York, New York, United States",2012-07-23 00:00:00,within a day,0.86,0.71,f,Windsor Terrace,1,1,t,t,Windsor Terrace,Brooklyn,40.65089,-73.97276,Private room in apartment,Private room,4,1 shared bath,1,2,45,2,60,2,2,60,60,2,60,t,8,38,68,92,225,14,0,2012-09-21 00:00:00,2020-08-09 00:00:00,94,10,10,10,10,10,10,f,2,0,2,0,2.32,1,shared,2879,2939,11.25,t,5,0.022222222,3,6,3-6,22984.82,3-6,0.172545177
